"gene_name" "E7.5_Plate11_A03" "E7.5_Plate11_B01" "E7.5_Plate11_B04" "E7.5_Plate11_E06" "E7.5_Plate11_E10" "E7.5_Plate11_F03" "E7.5_Plate11_G09" "E7.5_Plate12_E12" "E7.5_Plate12_G11" "E7.5_Plate12_H02" "E7.5_Plate13_A09" "E7.5_Plate13_B04" "E7.5_Plate13_B09" "E7.5_Plate13_B10" "E7.5_Plate13_B12" "E7.5_Plate13_C03" "E7.5_Plate13_C09" "E7.5_Plate13_C11" "E7.5_Plate13_D07" "E7.5_Plate13_D08" "E7.5_Plate13_D09" "E7.5_Plate13_D12" "E7.5_Plate13_E09" "E7.5_Plate13_F04" "E7.5_Plate13_F09" "E7.5_Plate13_F10" "E7.5_Plate13_G09" "E7.5_Plate13_G12" "E7.5_Plate13_H09" "E7.5_Plate14_A01" "E7.5_Plate14_A10" "E7.5_Plate14_A12" "E7.5_Plate14_B01" "E7.5_Plate14_B03" "E7.5_Plate14_B06" "E7.5_Plate14_C01" "E7.5_Plate14_C02" "E7.5_Plate14_C03" "E7.5_Plate14_C04" "E7.5_Plate14_C08" "E7.5_Plate14_D06" "E7.5_Plate14_D09" "E7.5_Plate14_E01" "E7.5_Plate14_E06" "E7.5_Plate14_F01" "E7.5_Plate14_F04" "E7.5_Plate14_F06" "E7.5_Plate14_F11" "E7.5_Plate14_G01" "E7.5_Plate14_G08" "E7.5_Plate15_A04" "E7.5_Plate15_A09" "E7.5_Plate15_A12" "E7.5_Plate15_B03" "E7.5_Plate15_B07" "E7.5_Plate15_B09" "E7.5_Plate15_B12" "E7.5_Plate15_C03" "E7.5_Plate15_C09" "E7.5_Plate15_C12" "E7.5_Plate15_D09" "E7.5_Plate15_E03" "E7.5_Plate15_E06" "E7.5_Plate15_E09" "E7.5_Plate15_F09" "E7.5_Plate15_G03" "E7.5_Plate15_G07" "E7.5_Plate15_G08" "E7.5_Plate15_G09" "E7.5_Plate15_G12" "E7.5_Plate15_H09" "E7.5_Plate16_A01" "E7.5_Plate16_A02" "E7.5_Plate16_A06" "E7.5_Plate16_A08" "E7.5_Plate16_B07" "E7.5_Plate16_C01" "E7.5_Plate16_C08" "E7.5_Plate16_C09" "E7.5_Plate16_D01" "E7.5_Plate16_E01" "E7.5_Plate16_E06" "E7.5_Plate16_E08" "E7.5_Plate16_F01" "E7.5_Plate16_F08" "E7.5_Plate16_F09" "E7.5_Plate16_G01" "E7.5_Plate16_G02" "E7.5_Plate16_G03" "E7.5_Plate16_G04" "E7.5_Plate16_G06" "E7.5_Plate16_G12" "E7.5_Plate16_H09" "E7.5_Plate1_A3" "E7.5_Plate1_A5" "E7.5_Plate1_B10" "E7.5_Plate1_D2" "E7.5_Plate1_D7" "E7.5_Plate1_F5" "E7.5_Plate1_G2" "E7.5_Plate1_H3" "E7.5_Plate2_A10" "E7.5_Plate2_A11" "E7.5_Plate2_A12" "E7.5_Plate2_A1" "E7.5_Plate2_A2" "E7.5_Plate2_A3" "E7.5_Plate2_A4" "E7.5_Plate2_A5" "E7.5_Plate2_A6" "E7.5_Plate2_A7" "E7.5_Plate2_A8" "E7.5_Plate2_A9" "E7.5_Plate2_B10" "E7.5_Plate2_B11" "E7.5_Plate2_B12" "E7.5_Plate2_B1" "E7.5_Plate2_B2" "E7.5_Plate2_B3" "E7.5_Plate2_B4" "E7.5_Plate2_B5" "E7.5_Plate2_B6" "E7.5_Plate2_B7" "E7.5_Plate2_B8" "E7.5_Plate2_B9" "E7.5_Plate2_C10" "E7.5_Plate2_C11" "E7.5_Plate2_C12" "E7.5_Plate2_C1" "E7.5_Plate2_C2" "E7.5_Plate2_C3" "E7.5_Plate2_C4" "E7.5_Plate2_C5" "E7.5_Plate2_C6" "E7.5_Plate2_C7" "E7.5_Plate2_C8" "E7.5_Plate2_C9" "E7.5_Plate2_D10" "E7.5_Plate2_D11" "E7.5_Plate2_D12" "E7.5_Plate2_D1" "E7.5_Plate2_D2" "E7.5_Plate2_D3" "E7.5_Plate2_D4" "E7.5_Plate2_D5" "E7.5_Plate2_D6" "E7.5_Plate2_D7" "E7.5_Plate2_D8" "E7.5_Plate2_D9" "E7.5_Plate2_E10" "E7.5_Plate2_E11" "E7.5_Plate2_E12" "E7.5_Plate2_E1" "E7.5_Plate2_E2" "E7.5_Plate2_E3" "E7.5_Plate2_E4" "E7.5_Plate2_E5" "E7.5_Plate2_E6" "E7.5_Plate2_E7" "E7.5_Plate2_E8" "E7.5_Plate2_E9" "E7.5_Plate2_F10" "E7.5_Plate2_F11" "E7.5_Plate2_F12" "E7.5_Plate2_F1" "E7.5_Plate2_F2" "E7.5_Plate2_F3" "E7.5_Plate2_F4" "E7.5_Plate2_F5" "E7.5_Plate2_F6" "E7.5_Plate2_F7" "E7.5_Plate2_F8" "E7.5_Plate2_F9" "E7.5_Plate2_G10" "E7.5_Plate2_G11" "E7.5_Plate2_G12" "E7.5_Plate2_G1" "E7.5_Plate2_G2" "E7.5_Plate2_G3" "E7.5_Plate2_G4" "E7.5_Plate2_G5" "E7.5_Plate2_G6" "E7.5_Plate2_G7" "E7.5_Plate2_G8" "E7.5_Plate2_G9" "E7.5_Plate2_H10" "E7.5_Plate2_H11" "E7.5_Plate2_H12" "E7.5_Plate2_H1" "E7.5_Plate2_H2" "E7.5_Plate2_H3" "E7.5_Plate2_H4" "E7.5_Plate2_H5" "E7.5_Plate2_H6" "E7.5_Plate2_H7" "E7.5_Plate2_H8" "E7.5_Plate2_H9" "E7.5_Plate3_A10" "E7.5_Plate3_A11" "E7.5_Plate3_A12" "E7.5_Plate3_A1" "E7.5_Plate3_A2" "E7.5_Plate3_A3" "E7.5_Plate3_A4" "E7.5_Plate3_A5" "E7.5_Plate3_A6" "E7.5_Plate3_A7" "E7.5_Plate3_A8" "E7.5_Plate3_A9" "E7.5_Plate3_B10" "E7.5_Plate3_B11" "E7.5_Plate3_B12" "E7.5_Plate3_B1" "E7.5_Plate3_B2" "E7.5_Plate3_B3" "E7.5_Plate3_B4" "E7.5_Plate3_B5" "E7.5_Plate3_B6" "E7.5_Plate3_B7" "E7.5_Plate3_B8" "E7.5_Plate3_B9" "E7.5_Plate3_C10" "E7.5_Plate3_C11" "E7.5_Plate3_C12" "E7.5_Plate3_C1" "E7.5_Plate3_C2" "E7.5_Plate3_C3" "E7.5_Plate3_C4" "E7.5_Plate3_C5" "E7.5_Plate3_C6" "E7.5_Plate3_C7" "E7.5_Plate3_C8" "E7.5_Plate3_C9" "E7.5_Plate3_D10" "E7.5_Plate3_D11" "E7.5_Plate3_D12" "E7.5_Plate3_D1" "E7.5_Plate3_D2" "E7.5_Plate3_D3" "E7.5_Plate3_D4" "E7.5_Plate3_D5" "E7.5_Plate3_D6" "E7.5_Plate3_D7" "E7.5_Plate3_D8" "E7.5_Plate3_D9" "E7.5_Plate3_E10" "E7.5_Plate3_E11" "E7.5_Plate3_E12" "E7.5_Plate3_E1" "E7.5_Plate3_E2" "E7.5_Plate3_E3" "E7.5_Plate3_E4" "E7.5_Plate3_E5" "E7.5_Plate3_E6" "E7.5_Plate3_E7" "E7.5_Plate3_E8" "E7.5_Plate3_E9" "E7.5_Plate3_F10" "E7.5_Plate3_F11" "E7.5_Plate3_F12" "E7.5_Plate3_F1" "E7.5_Plate3_F2" "E7.5_Plate3_F3" "E7.5_Plate3_F4" "E7.5_Plate3_F5" "E7.5_Plate3_F6" "E7.5_Plate3_F7" "E7.5_Plate3_F8" "E7.5_Plate3_F9" "E7.5_Plate3_G10" "E7.5_Plate3_G11" "E7.5_Plate3_G12" "E7.5_Plate3_G1" "E7.5_Plate3_G2" "E7.5_Plate3_G3" "E7.5_Plate3_G4" "E7.5_Plate3_G5" "E7.5_Plate3_G6" "E7.5_Plate3_G7" "E7.5_Plate3_G8" "E7.5_Plate3_G9" "E7.5_Plate3_H10" "E7.5_Plate3_H11" "E7.5_Plate3_H12" "E7.5_Plate3_H1" "E7.5_Plate3_H2" "E7.5_Plate3_H3" "E7.5_Plate3_H4" "E7.5_Plate3_H5" "E7.5_Plate3_H6" "E7.5_Plate3_H7" "E7.5_Plate3_H8" "E7.5_Plate3_H9" "E7.5_Plate4_A10" "E7.5_Plate4_A11" "E7.5_Plate4_A12" "E7.5_Plate4_A1" "E7.5_Plate4_A2" "E7.5_Plate4_A3" "E7.5_Plate4_A4" "E7.5_Plate4_A5" "E7.5_Plate4_A6" "E7.5_Plate4_A7" "E7.5_Plate4_A8" "E7.5_Plate4_A9" "E7.5_Plate4_B10" "E7.5_Plate4_B11" "E7.5_Plate4_B12" "E7.5_Plate4_B1" "E7.5_Plate4_B2" "E7.5_Plate4_B3" "E7.5_Plate4_B4" "E7.5_Plate4_B5" "E7.5_Plate4_B6" "E7.5_Plate4_B7" "E7.5_Plate4_B8" "E7.5_Plate4_B9" "E7.5_Plate4_C10" "E7.5_Plate4_C11" "E7.5_Plate4_C12" "E7.5_Plate4_C1" "E7.5_Plate4_C2" "E7.5_Plate4_C3" "E7.5_Plate4_C4" "E7.5_Plate4_C5" "E7.5_Plate4_C6" "E7.5_Plate4_C7" "E7.5_Plate4_C8" "E7.5_Plate4_C9" "E7.5_Plate4_D10" "E7.5_Plate4_D11" "E7.5_Plate4_D12" "E7.5_Plate4_D1" "E7.5_Plate4_D2" "E7.5_Plate4_D3" "E7.5_Plate4_D4" "E7.5_Plate4_D5" "E7.5_Plate4_D6" "E7.5_Plate4_D7" "E7.5_Plate4_D8" "E7.5_Plate4_D9" "E7.5_Plate4_E10" "E7.5_Plate4_E11" "E7.5_Plate4_E12" "E7.5_Plate4_E1" "E7.5_Plate4_E2" "E7.5_Plate4_E3" "E7.5_Plate4_E4" "E7.5_Plate4_E5" "E7.5_Plate4_E6" "E7.5_Plate4_E7" "E7.5_Plate4_E8" "E7.5_Plate4_E9" "E7.5_Plate4_F10" "E7.5_Plate4_F11" "E7.5_Plate4_F12" "E7.5_Plate4_F1" "E7.5_Plate4_F2" "E7.5_Plate4_F3" "E7.5_Plate4_F4" "E7.5_Plate4_F5" "E7.5_Plate4_F6" "E7.5_Plate4_F7" "E7.5_Plate4_F8" "E7.5_Plate4_F9" "E7.5_Plate4_G10" "E7.5_Plate4_G11" "E7.5_Plate4_G12" "E7.5_Plate4_G1" "E7.5_Plate4_G2" "E7.5_Plate4_G3" "E7.5_Plate4_G4" "E7.5_Plate4_G5" "E7.5_Plate4_G6" "E7.5_Plate4_G7" "E7.5_Plate4_G8" "E7.5_Plate4_G9" "E7.5_Plate4_H10" "E7.5_Plate4_H11" "E7.5_Plate4_H12" "E7.5_Plate4_H1" "E7.5_Plate4_H2" "E7.5_Plate4_H3" "E7.5_Plate4_H4" "E7.5_Plate4_H5" "E7.5_Plate4_H6" "E7.5_Plate4_H7" "E7.5_Plate4_H8" "E7.5_Plate4_H9"
"1" "ENSMUSG00000000001.5" -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.806451612903226 0.6875 -1 -1 -1 -1 1 0.821428571428571 -1 1 -1 0.679245283018868 1 -1 -1 -1 -1 -1 -1 1 -1 1 1 0.857142857142857 0.930232558139535 -1 0.84 0.923076923076923 -1 1 0.878787878787879 -1 0.2 -1 0 -1 0.867647058823529 0.803921568627451 1 0.822222222222222 -1 1 -1 0.857142857142857 0.954545454545455 0.75 0.5 0.708333333333333 -1 1 -1 0.545454545454545 -1 -1 0.90625 0.73015873015873 0.655172413793103 0 0.869565217391304 -1 0.78125 -1 0.857142857142857 -1 0.5 -1 0.84375 -1 -1 1 0.933333333333333 0.924242424242424 -1 0.857142857142857 -1 -1 0.875 1 -1 -1 -1 -1 -1 0.717948717948718 0.703125 0.833333333333333 0.866666666666667 0.775862068965517 0.75 1 0.905660377358491 0.8125 0.8 0.8 -1 0 0.75 0.761467889908257 0.75 0.78 0.111111111111111 0.75 0.68 0.714285714285714 -1 0.666666666666667 0.5 -1 -1 0.552631578947368 0.717948717948718 0.75 0.928571428571429 0.625 0.466666666666667 0.622950819672131 0.818181818181818 0.733333333333333 0.833333333333333 0.898876404494382 0.785714285714286 0.672897196261682 0.730994152046784 0.79646017699115 0.694915254237288 -1 0.774193548387097 -1 0.543478260869565 -1 0.714285714285714 -1 0.714285714285714 0.875 0.8 0.75 -1 0.333333333333333 1 -1 0.666666666666667 0.716666666666667 -1 0.652542372881356 1 0.727272727272727 0.615384615384615 0.923076923076923 0.777777777777778 -1 -1 0.4375 0.695652173913043 0.622641509433962 -1 -1 0.888888888888889 -1 0.875 1 0.4 0.5 -1 0.789473684210526 -1 0.555555555555556 1 -1 -1 0.705882352941177 0.583333333333333 0.724137931034483 -1 0.863636363636364 0.975 0.783783783783784 0.647058823529412 -1 0 0.454545454545455 0.928571428571429 -1 0.761467889908257 -1 0.571428571428571 0.72972972972973 -1 0.975903614457831 0.4 0.725806451612903 1 0.666666666666667 0.333333333333333 0.789473684210526 1 0.887096774193548 0.653846153846154 0.454545454545455 0.384615384615385 0.863636363636364 -1 0.714285714285714 0.75 0 -1 0.811320754716981 0.838709677419355 -1 0.652173913043478 0.823529411764706 1 0.931818181818182 0.455882352941176 1 0.517647058823529 0 0.68 0.644444444444444 0.730769230769231 0.777777777777778 0.791666666666667 -1 0.882352941176471 0.833333333333333 0.0909090909090909 -1 0.8 0.612244897959184 0.757575757575758 0.484848484848485 0.771929824561403 0.818181818181818 0.285714285714286 -1 1 0.75 0.6875 0.698795180722892 0.714285714285714 0.792452830188679 0.833333333333333 0.8 0.75 0.452054794520548 0.8 1 -1 0.4 -1 0.592592592592593 1 -1 0.636363636363636 0.761904761904762 0.947368421052632 0.888888888888889 0.923076923076923 1 -1 0.8 -1 0.691666666666667 -1 -1 0.888888888888889 0.909090909090909 0.777777777777778 0.75 0.833333333333333 0.5 1 0.772727272727273 0.842105263157895 -1 0.333333333333333 0.838709677419355 0.777777777777778 0.766233766233766 0.732142857142857 0.731707317073171 0.857142857142857 0.590909090909091 0 0.84 1 0.75 1 0.708333333333333 0.766666666666667 0.4375 0.75 0.649122807017544 1 0.555555555555556 0.826086956521739 1 0.833333333333333 -1 1 -1 -1 0.783333333333333 -1 0.846153846153846 0.333333333333333 0.757142857142857 0.736842105263158 0.783333333333333 0.769230769230769 0.916666666666667 0.793103448275862 -1 0.9 0.768421052631579 0.735294117647059 0.693548387096774 0.5 -1 0.782608695652174 0.75 0.714285714285714 0.857142857142857 0.5 -1 0.75 0.666666666666667 0.91304347826087 0.315789473684211 0.67741935483871 0.666666666666667 0.9 0.617021276595745 -1 0.793103448275862 0.636363636363636 -1 0.666666666666667 0.782051282051282 0.75 0.772727272727273 0.764705882352941 0.714285714285714 -1 0.815789473684211 -1 1 0.8 -1 0.875 0.73469387755102 0.521739130434783 0.730021598272138 0.8 0.333333333333333 0.807692307692308 0.9 -1 0.916666666666667 0.75 -1 -1 0.686274509803922 1 0.617021276595745 0.166666666666667 0.639705882352941 0.898305084745763 0.592592592592593 0.428571428571429 -1 -1 0.5 0.75 0.55045871559633 0.575757575757576 1 0.5 0.909090909090909 0.636363636363636
"2" "ENSMUSG00000000003.16" -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 -1 -1 -1 -1 1 1 -1 -1 -1 -1 1 -1 1 -1 -1 -1 1 1 0.714285714285714 -1 1 -1 -1 -1 -1 0.818181818181818 1 -1 1 0.875 -1 -1 0 -1 -1 -1 -1 -1 0.833333333333333 -1 1 0.833333333333333 -1 1 -1 1 1 1 1 -1 -1 -1 -1 1 -1 1 -1 -1 -1 1 -1 1 1 -1 -1 1 1 -1 -1 1 1 -1 -1 -1 -1 0.8 -1 -1 -1 0 -1 -1 -1 0.894736842105263 0.666666666666667 1 0.909090909090909 0.76 -1 1 -1 -1 1 -1 1 1 1 0.888888888888889 1 1 -1 1 0.714285714285714 -1 1 -1 -1 -1 0.818181818181818 1 0.952380952380952 -1 1 1 0.833333333333333 0.958333333333333 -1 1 0.894736842105263 -1 0.952380952380952 0.75 0.864864864864865 1 -1 1 -1 1 -1 -1 -1 0.875 1 1 -1 -1 1 -1 -1 1 1 -1 1 1 -1 1 -1 -1 -1 -1 1 1 1 -1 -1 1 -1 -1 -1 -1 -1 -1 0.933333333333333 -1 0.866666666666667 1 -1 -1 1 -1 1 -1 -1 -1 1 1 -1 1 -1 -1 -1 0.5 1 1 -1 -1 1 0.888888888888889 -1 1 -1 1 1 1 1 1 -1 1 0.8 -1 0.666666666666667 0.8 -1 -1 0.9 0.862068965517241 -1 -1 0.857142857142857 0.5 0 0.947368421052632 -1 1 1 1 1 0.977777777777778 -1 0.833333333333333 -1 0 -1 1 -1 1 1 1 1 0.888888888888889 1 1 -1 -1 1 0.928571428571429 0.833333333333333 -1 0.833333333333333 1 1 1 1 1 -1 -1 1 -1 1 -1 -1 1 1 1 1 -1 -1 -1 1 -1 1 -1 -1 1 1 0.9 1 -1 -1 -1 1 1 -1 -1 1 -1 1 0.909090909090909 0.857142857142857 0.5 1 -1 -1 1 0.8 -1 -1 -1 1 1 0.8 -1 -1 1 -1 -1 -1 -1 -1 -1 1 -1 1 0.5 1 -1 1 1 -1 1 -1 1 1 0.857142857142857 1 -1 -1 -1 1 -1 -1 1 -1 -1 0.833333333333333 -1 0.75 -1 1 -1 1 -1 1 -1 -1 -1 -1 1 0.833333333333333 1 -1 -1 -1 -1 -1 1 -1 1 1 1 0.733333333333333 -1 0 -1 1 -1 0.833333333333333 -1 -1 -1 1 -1 0.8 -1 0.833333333333333 0.941176470588235 1 1 -1 -1 1 1 -1 -1 -1 1 1 1
"3" "ENSMUSG00000000028.16" -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 -1 -1 -1 0 -1 0.545454545454545 -1 0.268292682926829 0.444444444444444 0.903225806451613 -1 0.0333333333333333 0 -1 -1 0.156521739130435 -1 0.614457831325301 -1 0.245098039215686 0.358823529411765 0.170212765957447 0.1 0 -1 -1 -1 1 0.168539325842697 -1 0.139664804469274 0.0481927710843374 -1 -1 0.551724137931034 0.281385281385281 -1 0.0729166666666667 -1 0.25 0.333333333333333 0.257575757575758 -1 0.625 0.111111111111111 0.205882352941176 1 -1 -1 0.388888888888889 -1 -1 0.291666666666667 -1 0.229166666666667 0.5 0.203821656050955 -1 0.366336633663366 -1 0.1 -1 0.111111111111111 -1 0.0961538461538462 -1 -1 0.716981132075472 0.355932203389831 0.322916666666667 -1 -1 -1 -1 0.931034482758621 -1 0 0.267605633802817 0.0303030303030303 -1 -1 0.697674418604651 0.375 0.203007518796992 0.833333333333333 0.888888888888889 0.150684931506849 0 0.292682926829268 0.157303370786517 0.25 0.210526315789474 0.454545454545455 0.25 0.184931506849315 0.270742358078603 0.578947368421053 0.271929824561404 0.0769230769230769 0.285714285714286 0.142517814726841 0.127478753541076 -1 0.226950354609929 0.0769230769230769 1 -1 0.189873417721519 0.167721518987342 0.364583333333333 0.241379310344828 0.142533936651584 0.377622377622378 0.21 0.306513409961686 0.445544554455446 0.294117647058824 0.567901234567901 0 0.274111675126904 0.112820512820513 0.314424635332253 0.352272727272727 -1 0.276190476190476 -1 0.189189189189189 -1 0.0487804878048781 1 0.359375 0.315789473684211 0.293577981651376 0.243697478991597 0 0.384615384615385 0.325 0.666666666666667 0.22463768115942 0.25 0 0.271028037383178 0.5 0.0909090909090909 0.214285714285714 0.376190476190476 0.186440677966102 -1 -1 0.130434782608696 0.275510204081633 0.269662921348315 0.6 -1 0.224489795918367 -1 0.0222222222222222 0 0.0952380952380952 0.428571428571429 0.0625 0.130699088145897 -1 0.373493975903614 0.0909090909090909 -1 -1 0.465909090909091 0.4375 0.290697674418605 0.285714285714286 0.224719101123595 0.162162162162162 0.0196078431372549 0.355769230769231 -1 0 0.123287671232877 0.234042553191489 0.75 0.2 0.263888888888889 0.243243243243243 0.331210191082803 -1 0.344086021505376 0.0661157024793388 0.0975609756097561 0 0.0526315789473684 0.0481927710843374 0.19 0.0952380952380952 0.0893470790378007 0 0.176470588235294 0.666666666666667 0.507246376811594 -1 0.321428571428571 0.103448275862069 -1 -1 0.417391304347826 1 -1 0.666666666666667 0.0857142857142857 0.278846153846154 0.933333333333333 0.0864197530864197 0.5 0.247422680412371 0.176029962546816 0.327272727272727 0.075 0.289405684754522 0.231884057971014 0.113636363636364 0 0.214285714285714 0.1875 0.184019370460048 -1 0.1875 0.253968253968254 0.0466472303206997 0.191235059760956 0.216216216216216 0.326086956521739 0.214285714285714 0 1 -1 0.266666666666667 0.181818181818182 0.125 0.195652173913043 0.0625 0.0769230769230769 0.233082706766917 0.266666666666667 0.138728323699422 0 -1 0.425287356321839 0 0.666666666666667 0.380952380952381 -1 0.228915662650602 0.338983050847458 0.146153846153846 0.205479452054795 0.256410256410256 0.12 -1 0.461538461538462 -1 0.0553359683794466 0.333333333333333 -1 0.0153846153846154 0.273015873015873 0.471153846153846 0.4 0.0769230769230769 0.0740740740740741 1 0.5 0.315789473684211 0.5 -1 1 0.157894736842105 0.310541310541311 0.101123595505618 0.338842975206612 0.152173913043478 0.0588235294117647 -1 0.133333333333333 0.0975609756097561 0.78 0.181818181818182 0.18348623853211 0.27027027027027 0.125 0.24390243902439 0.255230125523013 1 0.310344827586207 0.154471544715447 0 0.230769230769231 1 0.148148148148148 0.142857142857143 0.192307692307692 0.106382978723404 -1 0.0866141732283465 0.111111111111111 0.204778156996587 0.188524590163934 0.201716738197425 0.0833333333333333 0.363636363636364 0.134146341463415 -1 0.242857142857143 0.190972222222222 0.254032258064516 0.326164874551971 0.45 0 0.217616580310881 0 0.141592920353982 0.04 0.0491803278688525 -1 0.204918032786885 0.204778156996587 0.165829145728643 0.383647798742138 0.136645962732919 0.333333333333333 0.19047619047619 0.0533333333333333 -1 0.336842105263158 0.0882352941176471 -1 0.179487179487179 0.283018867924528 0.230769230769231 0.0510948905109489 0.180327868852459 0.1875 -1 0.290598290598291 -1 0.148648648648649 0.0714285714285714 -1 0.211309523809524 0.206611570247934 0.2 0.191829484902309 0.13215859030837 0.15 0.114155251141553 0.318181818181818 0 0.199438202247191 0.2 -1 0 0.321596244131455 -1 0.253164556962025 0.25 0.152694610778443 0.23265306122449 0.16 0.428571428571429 -1 0.0689655172413793 0.307692307692308 0.217391304347826 0.228947368421053 0.25 0.201754385964912 0.166666666666667 0.202090592334495 0.111111111111111
"4" "ENSMUSG00000000031.19" -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 -1 -1 -1 -1 1 0.5 -1 -1 1 -1 -1 -1 -1 -1 0.428571428571429 -1 -1 0.5 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 1 -1 -1 -1 -1 -1 -1 -1 -1 1 -1 -1 1 -1 -1 -1 1 1 -1 1 -1 -1 -1 1 -1 -1 -1 -1 -1 -1 1 1 1 -1 0.9 -1 -1 -1 -1 1 -1 -1 -1 1 -1 1 -1 -1 0.5 -1 -1 0.5 0 -1 -1 1 -1 -1 1 1 1 0.666666666666667 1 -1 -1 1 -1 1 -1 1 1 -1 -1 -1 -1 -1 -1 -1 1 -1 1 1 -1 -1 1 -1 -1 1 -1 0.571428571428571 -1 1 -1 -1 -1 -1 -1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.5 -1 1 -1 -1 -1 1 -1 1 -1 -1 -1 1 1 -1 -1 1 -1 -1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 -1 -1 0.727272727272727 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 -1 -1 1 -1 -1 1 -1 0.333333333333333 1 -1 0.5 1 -1 1 -1 -1 -1 -1 -1 1 1 0 -1 -1 -1 -1 -1 -1 -1 1 1 -1 -1 -1 1 -1 0.666666666666667 1 -1 -1 -1 -1 -1 -1 -1 1 1 0 -1 0.555555555555556 0.5 -1 -1 -1 1 -1 -1 -1 1 1 -1 0 -1 -1 -1 -1 -1 -1 1 -1 1 1 -1 -1 1 -1 1 -1 -1 -1 1 -1 1 1 1 -1 -1 0.333333333333333 -1 -1 -1 -1 -1 -1 1 -1 1 1 1 -1 1 -1 1 -1 -1 1 1 1 0.833333333333333 -1 -1 1 -1 -1 -1 -1 -1 -1 0.5 0.75 1 -1 1 -1 1 -1 1 -1 -1 -1 1 0.888888888888889 0 -1 -1 -1 1 -1 -1 0 -1 1 1 -1 0.904761904761905 1 -1 -1 1 -1 1 -1 -1 -1 1 -1 1 -1 0.6 1 -1 -1 -1 1 -1 1 1 1 -1 -1 -1 -1
